Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Authority_Source,Citation,Life_Cycle,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-121549963.951111,Cyanthillium cinereum var. parviflora,CYACIN1,Asterales,Asteraceae,Cyanthillium,cinereum,var. parviflora,,,,Annual,,,,HAVO,,Non-Native,,,
20100315154438-122256934.642792,Clermontia oblongifolia ssp. brevipes,CLEOBL1,Campanulales,Campanulaceae,Clermontia,oblongifolia,ssp. brevipes,Gaudich.; (E.Wimm.) Lammers,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lammers 1991,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Native,,end,
20100315154438-122826933.860779,Chloris gayana,CHLGAY,Cyperales,Poaceae,Chloris,gayana,,Kunth,Wagner et al. 2012,"Hughes, 1995",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-123082816.6008,Narcissus spp.,NARSP.,Liliales,Liliaceae,Narcissus,spp.,,,,,,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",HAVO,,Non-Native,,,
20100315154438-123320698.738098,Peperomia globulanthera,PEPGLO,Piperales,Piperaceae,Peperomia,globulanthera,,C. DC.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Both,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Native,‘ala‘ala wai nui,end,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,Shrub,Non-Native,lauti,nat,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHE,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,Shrub,Non-Native,ti,pol,
20100315154438-123594641.685486,Cordyline fruticosa,CORFRU,Liliales,Asparagaceae,Cordyline,fruticosa,,(L.) A. Chev,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,Shrub,Non-Native,ti,,
20100315154438-124465584.754944,Eragrostis variabilis,ERAVAR,Cyperales,Poaceae,Eragrostis,variabilis,,(Gaudich.) Steud,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998; Wood & LeGrande 2006; Snow & Lau 2010,Perennial,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,Grass,Native,kāwelu,end,
20100315154438-124465584.754944,Eragrostis variabilis,ERAVAR,Cyperales,Poaceae,Eragrostis,variabilis,,(Gaudich.) Steud,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998; Wood & LeGrande 2006; Snow & Lau 2010,Perennial,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,Grass,Native,kāwelu,end,
20100315154438-124465584.754944,Eragrostis variabilis,ERAVAR,Cyperales,Poaceae,Eragrostis,variabilis,,(Gaudich.) Steud,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Herbst & Clayton 1998; Wood & LeGrande 2006; Snow & Lau 2010,Perennial,2013-12-12T15:38:58Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KALA,Grass,Native,kāwelu,end,
20100315154438-125469803.81012,Ocimum basilicum,OCIBAS,Lamiales,Lamiaceae,Ocimum,basilicum,,L.,Wagner et al. 2012,"Oppenheimer, 2010",Annual,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-126250088.214874,Peucedanum sandwicense,PEUSAN,Apiales,Apiaceae,Peucedanum,sandwicense,,Hillebr.,Wagner et al. 2012,"Herbarium Pacificum Staff, 1998",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,,Native,,end,T
20100315154438-126507401.46637,Dracaena fragrans,DRAFRA,Liliales,Liliaceae,Dracaena,fragrans,,,,,Perennial,,,,HAVO,,Non-Native,,,
20100315154438-126539587.974548,Furcraea foetida,FURFOE,Liliales,Asparagaceae,Furcraea,foetida,,(L.) Haw.,Wagner et al. 2012,"Starr & Starr, 2011",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Shrub,Non-Native,Mauritius hemp,nat,
20100315154438-126539587.974548,Furcraea foetida,FURFOE,Liliales,Asparagaceae,Furcraea,foetida,,(L.) Haw.,Wagner et al. 2012,"Starr & Starr, 2011",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Shrub,Non-Native,Mauritius hemp,nat,
20100315154438-126539587.974548,Furcraea foetida,FURFOE,Liliales,Asparagaceae,Furcraea,foetida,,(L.) Haw.,Wagner et al. 2012,"Starr & Starr, 2011",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Shrub,Non-Native,Mauritius hemp,nat,
20100315154438-126585662.36496,Melicope peduncularis,MELPED,Sapindales,Rutaceae,Melicope,peduncularis,,(H.Lév.) T.G.Hartley & B.C.Stone,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Hartley & Stone 1989;,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HALE,Tree,Native,,end,
20100315154438-126585662.36496,Melicope peduncularis,MELPED,Sapindales,Rutaceae,Melicope,peduncularis,,(H.Lév.) T.G.Hartley & B.C.Stone,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Hartley & Stone 1989;,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",KALA,Tree,Native,,end,
20100315154438-127178192.138672,Stictocardia tiliifolia,STITIL,Solanales,Convolvulaceae,Stictocardia,tiliifolia,,(Desr.) Hallier f.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,AMME,Herb,Non-Native,spottedheart,,
20100315154438-127178192.138672,Stictocardia tiliifolia,STITIL,Solanales,Convolvulaceae,Stictocardia,tiliifolia,,(Desr.) Hallier f.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,,nat,
20100315154438-127178192.138672,Stictocardia tiliifolia,STITIL,Solanales,Convolvulaceae,Stictocardia,tiliifolia,,(Desr.) Hallier f.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,Herb,Non-Native,,,
20100315154438-127178192.138672,Stictocardia tiliifolia,STITIL,Solanales,Convolvulaceae,Stictocardia,tiliifolia,,(Desr.) Hallier f.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,WAPA,Herb,Non-Native,spottedheart,,
20100315154438-127216696.739197,Ceratonia siliqua,CERSIL,Fabales,Fabaceae,Ceratonia,siliqua,,,,,Perennial,,,,HAVO,,Non-Native,,,
20100315154438-128217160.701752,Erechtites hieracifolia,EREHIE,Asterales,Asteraceae,Erechtites,hieracifolia,,(L.) Raf. ex DC.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,,nat,
20100315154438-128217160.701752,Erechtites hieracifolia,EREHIE,Asterales,Asteraceae,Erechtites,hieracifolia,,(L.) Raf. ex DC.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,,nat,
20100315154438-128217160.701752,Erechtites hieracifolia,EREHIE,Asterales,Asteraceae,Erechtites,hieracifolia,,(L.) Raf. ex DC.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Herb,Non-Native,,nat,
20100315154438-128249883.651733,Pneumatopteris bryanii,PNEBRY,Polypodiales,Thelypteridaceae,Pneumatopteris,bryanii,,,,,,,,,NPSA,,Native,,,
20100315154438-128355264.663696,Hirschfeldia incana,HIRINC,Capparales,Brassicaceae,Hirschfeldia,incana,,(L.) Lagr.-Foss.,Wagner et al. 2012,"Lorence et al., 1995",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",HAVO,,Non-Native,,nat,
20100315154438-12874305.2482605,Thelypteris opulenta,THEOPU,Polypodiales,Thelypteridaceae,Thelypteris,opulenta,,(Kaulfuss) Fosberg,Yoshioka,,perennial,,,,AMME,Fern,Native,jeweled maiden fern,,
20100315154438-12874305.2482605,Thelypteris opulenta,THEOPU,Polypodiales,Thelypteridaceae,Thelypteris,opulenta,,(Kaulfuss) Fosberg,Yoshioka,,perennial,,,,WAPA,Fern,Native,jeweled maiden fern,,
20100315154438-129401624.202728,Hibiscadelphus hualalaiensis,HIBHUA,Malvales,Malvaceae,Hibiscadelphus,hualalaiensis,,Rock,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lorence & Wagner 1995; Staples & Herbst 2005,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Native,,end,E
20100315154438-129401624.202728,Hibiscadelphus hualalaiensis,HIBHUA,Malvales,Malvaceae,Hibiscadelphus,hualalaiensis,,Rock,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lorence & Wagner 1995; Staples & Herbst 2005,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,,Native,,end,E
20100315154438-129641771.316528,Dubautia menziesii X reticulata,DUBMEN1,Asterales,Asteraceae,Dubautia,menziesii X reticulata,,,,,Perennial,,,,HALE,,Native,,,
20100315154438-129880130.290985,Conyza canadensis var. pusilla,CONCAN2,Asterales,Asteraceae,Conyza,canadensis,var. pusilla,(L.) Cronquist; (Nutt.) Cronquist,Wagner et al. 2012,"Wagner & Herbst, 1995; Starr et al., 2006",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,horseweed,nat,
20100315154438-129880130.290985,Conyza canadensis var. pusilla,CONCAN2,Asterales,Asteraceae,Conyza,canadensis,var. pusilla,(L.) Cronquist; (Nutt.) Cronquist,Wagner et al. 2012,"Wagner & Herbst, 1995; Starr et al., 2006",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,horseweed,nat,
20100315154438-129880130.290985,Conyza canadensis var. pusilla,CONCAN2,Asterales,Asteraceae,Conyza,canadensis,var. pusilla,(L.) Cronquist; (Nutt.) Cronquist,Wagner et al. 2012,"Wagner & Herbst, 1995; Starr et al., 2006",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Herb,Non-Native,horseweed,nat,
20100315154438-130197882.652283,Crassocephalum crepidioides,CRACRE,Asterales,Asteraceae,Crassocephalum,crepidioides,,(Benth.) S. Moore,Wagner et al. 2012,"Nagata, 1995; Starr & Starr, 2011",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Herb,Non-Native,redflower ragleaf,nat,
20100315154438-130197882.652283,Crassocephalum crepidioides,CRACRE,Asterales,Asteraceae,Crassocephalum,crepidioides,,(Benth.) S. Moore,Wagner et al. 2012,"Nagata, 1995; Starr & Starr, 2011",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Herb,Non-Native,redflower ragleaf,nat,
20100315154438-130197882.652283,Crassocephalum crepidioides,CRACRE,Asterales,Asteraceae,Crassocephalum,crepidioides,,(Benth.) S. Moore,Wagner et al. 2012,"Nagata, 1995; Starr & Starr, 2011",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KAHO,Herb,Non-Native,redflower ragleaf,nat,
20100315154438-130197882.652283,Crassocephalum crepidioides,CRACRE,Asterales,Asteraceae,Crassocephalum,crepidioides,,(Benth.) S. Moore,Wagner et al. 2012,"Nagata, 1995; Starr & Starr, 2011",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Herb,Non-Native,redflower ragleaf,nat,
20100315154438-130197882.652283,Crassocephalum crepidioides,CRACRE,Asterales,Asteraceae,Crassocephalum,crepidioides,,(Benth.) S. Moore,Wagner et al. 2012,"Nagata, 1995; Starr & Starr, 2011",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,NPSA,Herb,Non-Native,,,
20100315154438-130197882.652283,Crassocephalum crepidioides,CRACRE,Asterales,Asteraceae,Crassocephalum,crepidioides,,(Benth.) S. Moore,Wagner et al. 2012,"Nagata, 1995; Starr & Starr, 2011",Annual,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHO,Herb,Non-Native,redflower ragleaf,nat,
20100315154438-130420446.395874,Guioa rhoifolia,GUIRHO,Sapindales,Sapindaceae,Guioa,rhoifolia,,,,,,,,,NPSA,,Native,,,
20100315154438-131709635.257721,Fimbristylis autumnalis,FIMAUT,Cyperales,Cyperaceae,Fimbristylis,autumnalis,,,,,Annual,,,,WAPA,,Native,,,
20100315154438-133132815.361023,Touchardia latifolia,TOULAT,Urticales,Urticaceae,Touchardia,latifolia,,Gaudich.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HALE,Tree,Native,olonā,end,
20100315154438-133132815.361023,Touchardia latifolia,TOULAT,Urticales,Urticaceae,Touchardia,latifolia,,Gaudich.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Tree,Native,olonā,end,
20100315154438-133132815.361023,Touchardia latifolia,TOULAT,Urticales,Urticaceae,Touchardia,latifolia,,Gaudich.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,KALA,Tree,Native,olonā,end,
20100315154438-133155107.498169,Diplazium esculentum,DIPESC,Polypodiales,Woodsiaceae,Diplazium,esculentum,,(Retz.) Sw.,J. Bot. (Schrader) 1801(2) 312 (1803),"Palmer 2003:125 (K, O, L, M, H); Staples & Herbst 2005:29 (DESCR); Oppenheimer 2007:21 (Mo)",Perennial,2023-07-26T12:17:25Z,Jacob Gross,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,Fern,Non-Native,"edible fern, vegetable fern, paca",nat,
20100315154438-134092986.58371,Ranunculus repens,RANREP,Ranunculales,Ranunculaceae,Ranunculus,repens,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-134712338.447571,Camellia sinensis,CAMSIN,Theales,Theaceae,Camellia,sinensis,,(L.) Kuntze,Wagner et al. 2012,"Lorence & Flynn, 2006; Staples et al., 2006",Perennial,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,HAVO,,Non-Native,,nat,
20100315154438-135636329.650879,Brachiaria paspaloides,BRAPAS,Cyperales,Poaceae,Brachiaria,paspaloides,,,,,,,,,NPSA,,Non-Native,,,
20100315154438-13614773.7503052,Colubrina oppositifolia,COLOPP,Rhamnales,Rhamnaceae,Colubrina,oppositifolia,,Brongn. ex H. Mann,Wagner et al. 2012,"Lau, 1995",Perennial,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for s,PUHE,,Native,,end,E
