Species_ID,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Synonym,Authority_Source,Citation,Common_Name,Life_Cycle,Complete,Update_Date,Update_By,Update_Comments,Park,Life_Form,Nativity,Park_Common_Name,Distribution,Conservation_Status
20100315154438-427533328.533173,Boerhavia spp.,BOESP.,Caryophyllales,Nyctaginaceae,Boerhavia,spp.,,,,,,,Perennial,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",KALA,Herb,Unknown,Boerhavia spp.,,
20100315154438-427533328.533173,Boerhavia spp.,BOESP.,Caryophyllales,Nyctaginaceae,Boerhavia,spp.,,,,,,,Perennial,TRUE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",HAVO,Herb,Unknown,Boerhavia spp.,,
20100315154438-427734494.20929,Cuphea hyssopifolia,CUPHYS,Myrtales,Lythraceae,Cuphea,hyssopifolia,,Kunth,,Wagner et al. 2012,"Imada, 2007; Oppenheimer, 2011",false heather,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,HAVO,,Non-Native,,nat,
20100315154438-428456366.062164,Curculigo orchioides,CURORC,Liliales,Liliaceae,Curculigo,orchioides,,,,,,golden-eyed grass,Perennial,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",WAPA,,Native,,,
20100315154438-428649187.088013,Euphorbia heterophylla,EUPHET,Euphorbiales,Euphorbiaceae,Euphorbia,heterophylla,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"wild spurge, kaliko",Annual,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Herb,Non-Native,Euphorbia heterophylla,nat,
20100315154438-428649187.088013,Euphorbia heterophylla,EUPHET,Euphorbiales,Euphorbiaceae,Euphorbia,heterophylla,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"wild spurge, kaliko",Annual,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,PUHE,Herb,Non-Native,Euphorbia heterophylla,nat,
20100315154438-428649187.088013,Euphorbia heterophylla,EUPHET,Euphorbiales,Euphorbiaceae,Euphorbia,heterophylla,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"wild spurge, kaliko",Annual,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,WAPA,Herb,Non-Native,Mexican fireplant,,
20100315154438-428649187.088013,Euphorbia heterophylla,EUPHET,Euphorbiales,Euphorbiaceae,Euphorbia,heterophylla,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"wild spurge, kaliko",Annual,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,AMME,Herb,Non-Native,Mexican fireplant,,
20100315154438-429400861.263275,Coprosma ternata,COPTER,Rubiales,Rubiaceae,Coprosma,ternata,,W. R. B. Oliv.,,Wagner et al. 2012,"Wagner & Herbst, 1995",Molokai mirrorplant,Perennial,FALSE,2013-12-13T12:17:25Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated life form in xref table from PLANTS database.,KALA,,Native,,end,
20100315154438-42947709.5603943,Schizaea dichotoma,SCHDIC,Polypodiales,Schizaeaceae,Schizaea,dichotoma,,,,,,,Perennial,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",NPSA,,Native,,,
20100315154438-430261135.101318,Thelypteris guamensis,THEGUA,Polypodiales,Thelypteridaceae,Thelypteris,guamensis,,,,,,,Perennial,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",WAPA,Fern,Native,,,
20100315154438-430627763.271332,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,,Plumeria,Perennial,FALSE,,,,KAHO,,Non-Native,,,
20100315154438-430627763.271332,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,,Plumeria,Perennial,FALSE,,,,AMME,,Non-Native,,,
20100315154438-430627763.271332,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,,Plumeria,Perennial,FALSE,,,,HALE,,Non-Native,,,
20100315154438-430627763.271332,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,,Plumeria,Perennial,FALSE,,,,PUHO,,Non-Native,,,
20100315154438-430627763.271332,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,,Plumeria,Perennial,FALSE,,,,NPSA,,Non-Native,,,
20100315154438-430627763.271332,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,,Plumeria,Perennial,FALSE,,,,HAVO,,Non-Native,,,
20100315154438-431144356.7276,Scaevola aemula,SCAAEM,Campanulales,Goodeniaceae,Scaevola,aemula,,,,,,,Perennial,FALSE,,,,HAVO,,Non-Native,,,
20100315154438-431376695.632935,Veronica arvensis,VERARV,Scrophulariales,Plantaginaceae,Veronica,arvensis,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,corn speedwell,Annual,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Herb,Non-Native,corn speedwell,nat,
20100315154438-431376695.632935,Veronica arvensis,VERARV,Scrophulariales,Plantaginaceae,Veronica,arvensis,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,corn speedwell,Annual,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Herb,Non-Native,corn speedwell,nat,
20100315154438-431376695.632935,Veronica arvensis,VERARV,Scrophulariales,Plantaginaceae,Veronica,arvensis,,L.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,corn speedwell,Annual,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Herb,Non-Native,corn speedwell,nat,
20100315154438-431542336.940765,Nephrolepis cordifolia,NEPCOR,Polypodiales,Lomariopsidaceae,Nephrolepis,cordifolia,,(L.) C. Presl,,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005; Hovenkamp & Miyamoto 2005,kupukupu,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Fern,Native,kupukupu,ind,
20100315154438-431542336.940765,Nephrolepis cordifolia,NEPCOR,Polypodiales,Lomariopsidaceae,Nephrolepis,cordifolia,,(L.) C. Presl,,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005; Hovenkamp & Miyamoto 2005,kupukupu,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Fern,Native,kupukupu,ind,
20100315154438-431542336.940765,Nephrolepis cordifolia,NEPCOR,Polypodiales,Lomariopsidaceae,Nephrolepis,cordifolia,,(L.) C. Presl,,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005; Hovenkamp & Miyamoto 2005,kupukupu,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Fern,Native,kupukupu,ind,
20100315154438-431600093.841553,Polyscias reineckei,POLREI,Apiales,Araliaceae,Polyscias,reineckei,,Harms,,Whistler 2004,,tagitagi vao,,TRUE,,,,NPSA,Tree,Native,tagitagi vao,end,
20100315154438-43198525.9056091,Rosa X polyantha,ROSPOL,Rosales,Rosaceae,Rosa,X polyantha,,,,,,,Perennial,FALSE,,,,HAVO,,Non-Native,,,
20100315154438-432225823.402405,Luzula hawaiiensis var. glabrata,LUZHAW2,Juncales,Juncaceae,Luzula,hawaiiensis,var. glabrata,Buchenau; (Hillebr.) O. Deg. & I. Deg.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Hawai'i woodrush,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Rush,Native,,end,
20100315154438-432225823.402405,Luzula hawaiiensis var. glabrata,LUZHAW2,Juncales,Juncaceae,Luzula,hawaiiensis,var. glabrata,Buchenau; (Hillebr.) O. Deg. & I. Deg.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Hawai'i woodrush,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KALA,Rush,Native,Luzula hawaiiensis var. glabrata,end,
20100315154438-432297527.79007,Pseuderanthemum carruthersii,PSECAR2,Scrophulariales,Acanthaceae,Pseuderanthemum,carruthersii,,,,,,"la`ua samasama, lau samasama",Perennial,FALSE,,,,NPSA,,Non-Native,,,
20100315154438-432701468.467712,Senna tora,SENTOR,Fabales,Fabaceae,Senna,tora,,,,,,"peanut weed, vao pinati",Perennial,FALSE,,,,NPSA,,Non-Native,,,
20100315154438-432759523.391724,Cyrtandra lysiosepala X platyphylla,CYRLYS1,Scrophulariales,Gesneriaceae,Cyrtandra,lysiosepala X platyphylla,,(A. Gray) C. B. Clarke,,Wagner et al. 2012,,,Perennial,TRUE,,,,HAVO,Shrub,Native,Cyrtandra lysiosepala X platyphylla,end,
20100315154438-432762861.251831,Melicope volcanica,MELVOL,Sapindales,Rutaceae,Melicope,volcanica,,(A. Gray) T. G. Hartley & B. C. Stone,Pelea volcanica A.Gray,Wagner et al. 2012,"Oppenheimer, 2008",alani,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HALE,Tree,Native,alani,end,
20100315154438-432762861.251831,Melicope volcanica,MELVOL,Sapindales,Rutaceae,Melicope,volcanica,,(A. Gray) T. G. Hartley & B. C. Stone,Pelea volcanica A.Gray,Wagner et al. 2012,"Oppenheimer, 2008",alani,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HAVO,Tree,Native,alani,end,
20100315154438-432827174.663544,Cyclosorus parasiticus,CYCPAR,Polypodiales,Thelypteridaceae,Cyclosorus,parasiticus,,(L.) Farw.,Christella parasitica (L.) H.Lév.; Thelypteris parasitica (L.) Fosberg,Wagner et al. 2012,"Smith et al., 2006, Snow et al., 2011",,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HALE,Fern,Non-Native,Cyclosorus parasiticus,nat,
20100315154438-432827174.663544,Cyclosorus parasiticus,CYCPAR,Polypodiales,Thelypteridaceae,Cyclosorus,parasiticus,,(L.) Farw.,Christella parasitica (L.) H.Lév.; Thelypteris parasitica (L.) Fosberg,Wagner et al. 2012,"Smith et al., 2006, Snow et al., 2011",,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",NPSA,Fern,Native,,,
20100315154438-432827174.663544,Cyclosorus parasiticus,CYCPAR,Polypodiales,Thelypteridaceae,Cyclosorus,parasiticus,,(L.) Farw.,Christella parasitica (L.) H.Lév.; Thelypteris parasitica (L.) Fosberg,Wagner et al. 2012,"Smith et al., 2006, Snow et al., 2011",,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",HAVO,Fern,Non-Native,Cyclosorus parasiticus,nat,
20100315154438-432827174.663544,Cyclosorus parasiticus,CYCPAR,Polypodiales,Thelypteridaceae,Cyclosorus,parasiticus,,(L.) Farw.,Christella parasitica (L.) H.Lév.; Thelypteris parasitica (L.) Fosberg,Wagner et al. 2012,"Smith et al., 2006, Snow et al., 2011",,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",WAPA,Fern,Native,,,
20100315154438-432827174.663544,Cyclosorus parasiticus,CYCPAR,Polypodiales,Thelypteridaceae,Cyclosorus,parasiticus,,(L.) Farw.,Christella parasitica (L.) H.Lév.; Thelypteris parasitica (L.) Fosberg,Wagner et al. 2012,"Smith et al., 2006, Snow et al., 2011",,Perennial,TRUE,2013-12-12T15:38:12Z,Kelly Kozar,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.",KALA,Fern,Non-Native,Cyclosorus parasiticus,nat,
20100315154438-432858288.288116,Hedyotis schlechtendahliana var. schlechtendahliana,HEDSCH,Rubiales,Rubiaceae,Hedyotis,schlechtendahliana,var. schlechtendahliana,,,,,kopa,Perennial,FALSE,,,,HALE,,Native,,,
20100315154438-433457136.154175,Mesembryanthemum spp.,MESSP.,Caryophyllales,Aizoaceae,Mesembryanthemum,spp.,,,,,,,Perennial,FALSE,2013-11-07T00:00:00Z,Kelly Kozar,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSNs to permanent TSNs.",HAVO,,Non-Native,,,
20100315154438-434343218.803406,Portulaca sclerocarpa,PORSCL,Caryophyllales,Portulacaceae,Portulaca,sclerocarpa,,A. Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"‘ihi, ihi, ihi makole",Both,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated conservation in xref table from PLANTS database.,KALA,Herb,Native,,end,E
20100315154438-434343218.803406,Portulaca sclerocarpa,PORSCL,Caryophyllales,Portulacaceae,Portulaca,sclerocarpa,,A. Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"‘ihi, ihi, ihi makole",Both,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated conservation in xref table from PLANTS database.,HAVO,Herb,Native,‘ihi,end,E
20100315154438-434343218.803406,Portulaca sclerocarpa,PORSCL,Caryophyllales,Portulacaceae,Portulaca,sclerocarpa,,A. Gray,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,"‘ihi, ihi, ihi makole",Both,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60. Updated conservation in xref table from PLANTS database.,AMME,Herb,Non-Native,ihi,,
20100315154438-435103416.442871,Castilleja arvensis,CASARV,Scrophulariales,Orobanchaceae,Castilleja,arvensis,,Cham. & Schltdl.,,Wagner et al. 2012,"Staples et al., 2003; Oppenheimer, 2007","Indian paintbrush, painted-cup",Perennial,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HALE,Herb,Non-Native,Indian paintbrush,nat,
20100315154438-435103416.442871,Castilleja arvensis,CASARV,Scrophulariales,Orobanchaceae,Castilleja,arvensis,,Cham. & Schltdl.,,Wagner et al. 2012,"Staples et al., 2003; Oppenheimer, 2007","Indian paintbrush, painted-cup",Perennial,TRUE,2013-12-12T15:30:01Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,HAVO,Herb,Non-Native,Indian paintbrush,nat,
20100315154438-435653090.47699,Capparis sandwichiana,CAPSAN,Capparales,Capparaceae,Capparis,sandwichiana,,DC.,,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,maiapilo,Perennial,TRUE,2013-12-12T15:35:47Z,Kelly Kozar,Updated authority source and citation data.  Updated distribution in the cross reference table for species in Hawaii from data in the 2012 Bishop Museum Technical Report 60.,KAHO,Shrub,Native,maiapilo,end,V
