Species_ID,Update_Date,Update_By,Park,Life_Form,Nativity,Distribution,Conservation_Status,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Authority_Source,Citation,Life_Cycle,Update_Comments,Park_Common_Name
20100315154438-421615064.144135,2013-12-12T15:30:01Z,Kelly Kozar,NPSA,Tree,Native,ind,,Pisonia grandis,PISGRA,Caryophyllales,Nyctaginaceae,Pisonia,grandis,,R. Br.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Perennial,,pu‘a vai
20100315154438-422196865.081787,2013-12-13T12:15:59Z,Kelly Kozar,WAPA,,Non-Native,,,Gomphrena serrata,GOMSER,Caryophyllales,Amaranthaceae,Gomphrena,serrata,,,,,Both,Updated life form in cross reference table from data in the PLANTS database.,
20100315154438-42226254.940033,,,NPSA,,Native,,,Hymenophyllum polyanthos,HYMPOL,Polypodiales,Hymenophyllaceae,Hymenophyllum,polyanthos,,,,,Perennial,,
20100315154438-422918260.097504,2013-12-12T15:44:13Z,Kelly Kozar,KALA,,Native,end,,Melanthera integrifolia,MELINT,Asterales,Asteraceae,Melanthera,integrifolia,,(Nutt.) W. L. Wagner & H. Rob.,Wagner et al. 2012,"Wagner & Robinson, 2001",Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",
20100315154438-423023998.737335,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Tree Fern,Native,end,,Sadleria cyatheoides,SADCYA,Polypodiales,Blechnaceae,Sadleria,cyatheoides,,Kaulf.,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,‘ama‘u
20100315154438-423023998.737335,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Tree Fern,Native,end,,Sadleria cyatheoides,SADCYA,Polypodiales,Blechnaceae,Sadleria,cyatheoides,,Kaulf.,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,‘ama‘u
20100315154438-423023998.737335,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Tree Fern,Native,end,,Sadleria cyatheoides,SADCYA,Polypodiales,Blechnaceae,Sadleria,cyatheoides,,Kaulf.,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,‘ama‘u
20100315154438-423168957.233429,2013-12-12T15:46:39Z,Kelly Kozar,HALE,,Native,end,,Joinvillea ascendens ssp. ascendens,JOIASC,Restionales,Joinvilleaceae,Joinvillea,ascendens,ssp. ascendens,Gaudich. ex Brongn. & Gris,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",
20100315154438-423168957.233429,2013-12-12T15:46:39Z,Kelly Kozar,HAVO,,Native,end,,Joinvillea ascendens ssp. ascendens,JOIASC,Restionales,Joinvilleaceae,Joinvillea,ascendens,ssp. ascendens,Gaudich. ex Brongn. & Gris,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",‘ohe
20100315154438-423168957.233429,2013-12-12T15:46:39Z,Kelly Kozar,KALA,,Native,end,,Joinvillea ascendens ssp. ascendens,JOIASC,Restionales,Joinvilleaceae,Joinvillea,ascendens,ssp. ascendens,Gaudich. ex Brongn. & Gris,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",
20100315154438-423368513.584137,2013-12-12T15:35:47Z,Kelly Kozar,KAHO,Herb,Non-Native,nat,,Cleome gynandra,CLEGYN,Capparales,Cleomaceae,Cleome,gynandra,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,wild spider flower
20100315154438-423368513.584137,2013-12-12T15:35:47Z,Kelly Kozar,PUHE,Herb,Non-Native,nat,,Cleome gynandra,CLEGYN,Capparales,Cleomaceae,Cleome,gynandra,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,wild spider flower
20100315154438-423368513.584137,2013-12-12T15:35:47Z,Kelly Kozar,PUHO,Herb,Non-Native,nat,,Cleome gynandra,CLEGYN,Capparales,Cleomaceae,Cleome,gynandra,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,wild spider flower
20100315154438-423750758.171082,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Tree,Native,end,,Clermontia clermontioides ssp. clermontioides,CLECLE,Campanulales,Campanulaceae,Clermontia,clermontioides,ssp. clermontioides,(Gaudich.) A. Heller,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Lammers 1991,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,‘ōhā wai
20100315154438-423793256.282806,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Tree,Native,end,,Pittosporum hawaiiense,PITHAW,Rosales,Pittosporaceae,Pittosporum,hawaiiense,,Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,hō‘awa
20100315154438-424929141.998291,2023-07-26T00:00:00Z,Jacob Gross,HAVO,Grass,Non-Native,nat,,Digitaria henryi,DIGHEN,Cyperales,Poaceae,Digitaria,henryi,,Rendle,"J. Linn. Soc., Bot. 36: 323 (1904)","Yuncker, T. G. (1945) (p. 23)",Perennial,Some sources treat D. henryi as synonym of D. ciliaris. K. Faccenda treats them as distinct species,
20100315154438-424929141.998291,2023-07-26T00:00:00Z,Jacob Gross,NPSA,Grass,Non-Native,nat?,,Digitaria henryi,DIGHEN,Cyperales,Poaceae,Digitaria,henryi,,Rendle,"J. Linn. Soc., Bot. 36: 323 (1904)","Yuncker, T. G. (1945) (p. 23)",Perennial,Some sources treat D. henryi as synonym of D. ciliaris. K. Faccenda treats them as distinct species,
20100315154438-425485014.915466,,,NPSA,,Native,,,Bolbitis palustris,BOLPAL,Polypodiales,Dryopteridaceae,Bolbitis,palustris,,,,,Perennial,,
20100315154438-425534129.142761,2013-11-07T00:00:00Z,Kelly Kozar,NPSA,,Non-Native,,,Cyrtococcum trigonum,CYRTRI,Cyperales,Poaceae,Cyrtococcum,trigonum,,,,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",
20100315154438-425603270.530701,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,,Non-Native,nat,,Orthocarpus purpurascens,ORTPUR,Scrophulariales,Orobanchaceae,Orthocarpus,purpurascens,,Benth.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-425812780.857086,2013-12-12T15:38:12Z,Kelly Kozar,AMME,Herb,Non-Native,,,Cyanthillium cinereum,CYACIN2,Asterales,Asteraceae,Cyanthillium,cinereum,,(L.) H. Rob.,Wagner et al. 2012,"Wagner et al., 1997",Annual,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",little ironweed
20100315154438-425812780.857086,2013-12-12T15:38:12Z,Kelly Kozar,HALE,Herb,Non-Native,nat,,Cyanthillium cinereum,CYACIN2,Asterales,Asteraceae,Cyanthillium,cinereum,,(L.) H. Rob.,Wagner et al. 2012,"Wagner et al., 1997",Annual,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",
20100315154438-425812780.857086,2013-12-12T15:38:12Z,Kelly Kozar,KALA,Herb,Non-Native,nat,,Cyanthillium cinereum,CYACIN2,Asterales,Asteraceae,Cyanthillium,cinereum,,(L.) H. Rob.,Wagner et al. 2012,"Wagner et al., 1997",Annual,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",
20100315154438-425812780.857086,2013-12-12T15:38:12Z,Kelly Kozar,NPSA,Herb,Non-Native,,,Cyanthillium cinereum,CYACIN2,Asterales,Asteraceae,Cyanthillium,cinereum,,(L.) H. Rob.,Wagner et al. 2012,"Wagner et al., 1997",Annual,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",
20100315154438-425849318.504334,2013-12-12T15:49:44Z,Kelly Kozar,HALE,Fern,Native,end,,Hypolepis hawaiiensis var. hawaiiensis,HYPHAW,Polypodiales,Dennstaedtiaceae,Hypolepis,hawaiiensis,var. hawaiiensis,Brownsey,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",olua
20100315154438-425849318.504334,2013-12-12T15:49:44Z,Kelly Kozar,HAVO,Fern,Native,end,,Hypolepis hawaiiensis var. hawaiiensis,HYPHAW,Polypodiales,Dennstaedtiaceae,Hypolepis,hawaiiensis,var. hawaiiensis,Brownsey,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",olua
20100315154438-425849318.504334,2013-12-12T15:49:44Z,Kelly Kozar,KALA,Fern,Native,end,,Hypolepis hawaiiensis var. hawaiiensis,HYPHAW,Polypodiales,Dennstaedtiaceae,Hypolepis,hawaiiensis,var. hawaiiensis,Brownsey,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",olua
20100315154438-425971388.816834,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,,Native,end,,Cyanea pilosa ssp. longipedunculata,CYAPIL2,Campanulales,Campanulaceae,Cyanea,pilosa,ssp. longipedunculata,A.Gray; (Rock) Lammers,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,hairy cyanea
20100315154438-427533328.533173,2013-11-07T00:00:00Z,Kelly Kozar,HALE,Herb,Unknown,,,Boerhavia spp.,BOESP.,Caryophyllales,Nyctaginaceae,Boerhavia,spp.,,,,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",Boerhavia spp.
20100315154438-427533328.533173,2013-11-07T00:00:00Z,Kelly Kozar,HAVO,Herb,Unknown,,,Boerhavia spp.,BOESP.,Caryophyllales,Nyctaginaceae,Boerhavia,spp.,,,,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",Boerhavia spp.
20100315154438-427533328.533173,2013-11-07T00:00:00Z,Kelly Kozar,KAHO,Herb,Unknown,,,Boerhavia spp.,BOESP.,Caryophyllales,Nyctaginaceae,Boerhavia,spp.,,,,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",Boerhavia spp.
20100315154438-427533328.533173,2013-11-07T00:00:00Z,Kelly Kozar,KALA,Herb,Unknown,,,Boerhavia spp.,BOESP.,Caryophyllales,Nyctaginaceae,Boerhavia,spp.,,,,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",Boerhavia spp.
20100315154438-427734494.20929,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Cuphea hyssopifolia,CUPHYS,Myrtales,Lythraceae,Cuphea,hyssopifolia,,Kunth,Wagner et al. 2012,"Imada, 2007; Oppenheimer, 2011",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-428456366.062164,2013-11-07T00:00:00Z,Kelly Kozar,WAPA,,Native,,,Curculigo orchioides,CURORC,Liliales,Liliaceae,Curculigo,orchioides,,,,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",
20100315154438-428649187.088013,2013-12-12T15:35:47Z,Kelly Kozar,AMME,Herb,Non-Native,,,Euphorbia heterophylla,EUPHET,Euphorbiales,Euphorbiaceae,Euphorbia,heterophylla,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Mexican fireplant
20100315154438-428649187.088013,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Herb,Non-Native,nat,,Euphorbia heterophylla,EUPHET,Euphorbiales,Euphorbiaceae,Euphorbia,heterophylla,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Euphorbia heterophylla
20100315154438-428649187.088013,2013-12-12T15:35:47Z,Kelly Kozar,PUHE,Herb,Non-Native,nat,,Euphorbia heterophylla,EUPHET,Euphorbiales,Euphorbiaceae,Euphorbia,heterophylla,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Euphorbia heterophylla
20100315154438-428649187.088013,2013-12-12T15:35:47Z,Kelly Kozar,WAPA,Herb,Non-Native,,,Euphorbia heterophylla,EUPHET,Euphorbiales,Euphorbiaceae,Euphorbia,heterophylla,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Mexican fireplant
20100315154438-429400861.263275,2013-12-13T12:17:25Z,Kelly Kozar,KALA,,Native,end,,Coprosma ternata,COPTER,Rubiales,Rubiaceae,Coprosma,ternata,,W. R. B. Oliv.,Wagner et al. 2012,"Wagner & Herbst, 1995",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-42947709.5603943,2013-11-07T00:00:00Z,Kelly Kozar,NPSA,,Native,,,Schizaea dichotoma,SCHDIC,Polypodiales,Schizaeaceae,Schizaea,dichotoma,,,,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",
20100315154438-430261135.101318,2013-11-07T00:00:00Z,Kelly Kozar,WAPA,Fern,Native,,,Thelypteris guamensis,THEGUA,Polypodiales,Thelypteridaceae,Thelypteris,guamensis,,,,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",
20100315154438-430627763.271332,,,AMME,,Non-Native,,,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,Perennial,,
20100315154438-430627763.271332,,,HALE,,Non-Native,,,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,Perennial,,
20100315154438-430627763.271332,,,HAVO,,Non-Native,,,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,Perennial,,
20100315154438-430627763.271332,,,KAHO,,Non-Native,,,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,Perennial,,
20100315154438-430627763.271332,,,NPSA,,Non-Native,,,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,Perennial,,
20100315154438-430627763.271332,,,PUHO,,Non-Native,,,Plumeria rubra,PLURUB,Gentianales,Apocynaceae,Plumeria,rubra,,,,,Perennial,,
20100315154438-431144356.7276,,,HAVO,,Non-Native,,,Scaevola aemula,SCAAEM,Campanulales,Goodeniaceae,Scaevola,aemula,,,,,Perennial,,
20100315154438-431376695.632935,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Herb,Non-Native,nat,,Veronica arvensis,VERARV,Scrophulariales,Plantaginaceae,Veronica,arvensis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,corn speedwell
20100315154438-431376695.632935,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Herb,Non-Native,nat,,Veronica arvensis,VERARV,Scrophulariales,Plantaginaceae,Veronica,arvensis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,corn speedwell
20100315154438-431376695.632935,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Herb,Non-Native,nat,,Veronica arvensis,VERARV,Scrophulariales,Plantaginaceae,Veronica,arvensis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,corn speedwell
20100315154438-431542336.940765,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Fern,Native,ind,,Nephrolepis cordifolia,NEPCOR,Polypodiales,Lomariopsidaceae,Nephrolepis,cordifolia,,(L.) C. Presl,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005; Hovenkamp & Miyamoto 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,kupukupu
20100315154438-431542336.940765,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Fern,Native,ind,,Nephrolepis cordifolia,NEPCOR,Polypodiales,Lomariopsidaceae,Nephrolepis,cordifolia,,(L.) C. Presl,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005; Hovenkamp & Miyamoto 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,kupukupu
20100315154438-431542336.940765,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Fern,Native,ind,,Nephrolepis cordifolia,NEPCOR,Polypodiales,Lomariopsidaceae,Nephrolepis,cordifolia,,(L.) C. Presl,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005; Hovenkamp & Miyamoto 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,kupukupu
20100315154438-431600093.841553,,,NPSA,Tree,Native,end,,Polyscias reineckei,POLREI,Apiales,Araliaceae,Polyscias,reineckei,,Harms,Whistler 2004,,,,tagitagi vao
20100315154438-43198525.9056091,,,HAVO,,Non-Native,,,Rosa X polyantha,ROSPOL,Rosales,Rosaceae,Rosa,X polyantha,,,,,Perennial,,
20100315154438-432225823.402405,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Rush,Native,end,,Luzula hawaiiensis var. glabrata,LUZHAW2,Juncales,Juncaceae,Luzula,hawaiiensis,var. glabrata,Buchenau; (Hillebr.) O. Deg. & I. Deg.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-432225823.402405,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Rush,Native,end,,Luzula hawaiiensis var. glabrata,LUZHAW2,Juncales,Juncaceae,Luzula,hawaiiensis,var. glabrata,Buchenau; (Hillebr.) O. Deg. & I. Deg.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Luzula hawaiiensis var. glabrata
20100315154438-432297527.79007,,,NPSA,,Non-Native,,,Pseuderanthemum carruthersii,PSECAR2,Scrophulariales,Acanthaceae,Pseuderanthemum,carruthersii,,,,,Perennial,,
20100315154438-432701468.467712,,,NPSA,,Non-Native,,,Senna tora,SENTOR,Fabales,Fabaceae,Senna,tora,,,,,Perennial,,
20100315154438-432759523.391724,,,HAVO,Shrub,Native,end,,Cyrtandra lysiosepala X platyphylla,CYRLYS1,Scrophulariales,Gesneriaceae,Cyrtandra,lysiosepala X platyphylla,,(A. Gray) C. B. Clarke,Wagner et al. 2012,,Perennial,,Cyrtandra lysiosepala X platyphylla
20100315154438-432762861.251831,2013-12-12T15:38:12Z,Kelly Kozar,HALE,Tree,Native,end,,Melicope volcanica,MELVOL,Sapindales,Rutaceae,Melicope,volcanica,,(A. Gray) T. G. Hartley & B. C. Stone,Wagner et al. 2012,"Oppenheimer, 2008",Perennial,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",alani
20100315154438-432762861.251831,2013-12-12T15:38:12Z,Kelly Kozar,HAVO,Tree,Native,end,,Melicope volcanica,MELVOL,Sapindales,Rutaceae,Melicope,volcanica,,(A. Gray) T. G. Hartley & B. C. Stone,Wagner et al. 2012,"Oppenheimer, 2008",Perennial,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",alani
20100315154438-432827174.663544,2013-12-12T15:38:12Z,Kelly Kozar,HALE,Fern,Non-Native,nat,,Cyclosorus parasiticus,CYCPAR,Polypodiales,Thelypteridaceae,Cyclosorus,parasiticus,,(L.) Farw.,Wagner et al. 2012,"Smith et al., 2006, Snow et al., 2011",Perennial,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",Cyclosorus parasiticus
20100315154438-432827174.663544,2013-12-12T15:38:12Z,Kelly Kozar,HAVO,Fern,Non-Native,nat,,Cyclosorus parasiticus,CYCPAR,Polypodiales,Thelypteridaceae,Cyclosorus,parasiticus,,(L.) Farw.,Wagner et al. 2012,"Smith et al., 2006, Snow et al., 2011",Perennial,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",Cyclosorus parasiticus
20100315154438-432827174.663544,2013-12-12T15:38:12Z,Kelly Kozar,KALA,Fern,Non-Native,nat,,Cyclosorus parasiticus,CYCPAR,Polypodiales,Thelypteridaceae,Cyclosorus,parasiticus,,(L.) Farw.,Wagner et al. 2012,"Smith et al., 2006, Snow et al., 2011",Perennial,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",Cyclosorus parasiticus
20100315154438-432827174.663544,2013-12-12T15:38:12Z,Kelly Kozar,NPSA,Fern,Native,,,Cyclosorus parasiticus,CYCPAR,Polypodiales,Thelypteridaceae,Cyclosorus,parasiticus,,(L.) Farw.,Wagner et al. 2012,"Smith et al., 2006, Snow et al., 2011",Perennial,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",
20100315154438-432827174.663544,2013-12-12T15:38:12Z,Kelly Kozar,WAPA,Fern,Native,,,Cyclosorus parasiticus,CYCPAR,Polypodiales,Thelypteridaceae,Cyclosorus,parasiticus,,(L.) Farw.,Wagner et al. 2012,"Smith et al., 2006, Snow et al., 2011",Perennial,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",
20100315154438-432858288.288116,,,HALE,,Native,,,Hedyotis schlechtendahliana var. schlechtendahliana,HEDSCH,Rubiales,Rubiaceae,Hedyotis,schlechtendahliana,var. schlechtendahliana,,,,Perennial,,
20100315154438-433457136.154175,2013-11-07T00:00:00Z,Kelly Kozar,HAVO,,Non-Native,,,Mesembryanthemum spp.,MESSP.,Caryophyllales,Aizoaceae,Mesembryanthemum,spp.,,,,,Perennial,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",
20100315154438-435103416.442871,2013-12-12T15:30:01Z,Kelly Kozar,HALE,Herb,Non-Native,nat,,Castilleja arvensis,CASARV,Scrophulariales,Orobanchaceae,Castilleja,arvensis,,Cham. & Schltdl.,Wagner et al. 2012,"Staples et al., 2003; Oppenheimer, 2007",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Indian paintbrush
20100315154438-435103416.442871,2013-12-12T15:30:01Z,Kelly Kozar,HAVO,Herb,Non-Native,nat,,Castilleja arvensis,CASARV,Scrophulariales,Orobanchaceae,Castilleja,arvensis,,Cham. & Schltdl.,Wagner et al. 2012,"Staples et al., 2003; Oppenheimer, 2007",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Indian paintbrush
20100315154438-435745716.094971,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Shrub,Native,end,,Broussaisia arguta,BROARG,Rosales,Hydrangeaceae,Broussaisia,arguta,,Gaudich.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,kanawao
20100315154438-435745716.094971,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Shrub,Native,end,,Broussaisia arguta,BROARG,Rosales,Hydrangeaceae,Broussaisia,arguta,,Gaudich.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,kanawao
20100315154438-435745716.094971,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Shrub,Native,end,,Broussaisia arguta,BROARG,Rosales,Hydrangeaceae,Broussaisia,arguta,,Gaudich.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,kanawao
20100315154438-435745716.094971,2013-12-12T15:35:47Z,Kelly Kozar,PUHO,Shrub,Native,end,,Broussaisia arguta,BROARG,Rosales,Hydrangeaceae,Broussaisia,arguta,,Gaudich.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,kanawao
20100315154438-436583340.167999,,,NPSA,,Native,,,Cyathea decurrens,CYADEC,Polypodiales,Cyatheaceae,Cyathea,decurrens,,,,,Perennial,,
20100315154438-436685740.947723,,,WAPA,Sedge,Native,,,Machaerina mariscoides,MACMAR1,Cyperales,Cyperaceae,Machaerina,mariscoides,,(Gaudich.) J. Kern; (Kunth) T. Koyama,Wagner et al. 2012,,Perennial,,
20100315154438-437391221.523285,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Fern,Native,ind,,Sphenomeris chinensis,SPHCHI,Polypodiales,Lindsaeaceae,Sphenomeris,chinensis,,(L.) Maxon,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,pala‘ā
20100315154438-437391221.523285,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Fern,Native,ind,,Sphenomeris chinensis,SPHCHI,Polypodiales,Lindsaeaceae,Sphenomeris,chinensis,,(L.) Maxon,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,pala‘ā
20100315154438-437391221.523285,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Fern,Native,ind,,Sphenomeris chinensis,SPHCHI,Polypodiales,Lindsaeaceae,Sphenomeris,chinensis,,(L.) Maxon,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,pala‘ā
20100315154438-437391221.523285,2013-12-12T15:35:47Z,Kelly Kozar,WAPA,Fern,Native,,,Sphenomeris chinensis,SPHCHI,Polypodiales,Lindsaeaceae,Sphenomeris,chinensis,,(L.) Maxon,2012 Bishop Museum Technical Report 60,Palmer 2003; Staples & Herbst 2005,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-437489330.768585,2013-12-12T15:30:01Z,Kelly Kozar,WAPA,Tree,Non-Native,,,Artocarpus heterophyllus,ARTHET,Urticales,Moraceae,Artocarpus,heterophyllus,,Lam.,2012 Bishop Museum Technical Report 60,Staples & Herbst 2005; Lau & Frohlich 2012; Parker & Parsons 2012,Perennial,,jackfruit
20100315154438-437663912.773132,2013-12-12T15:49:44Z,Kelly Kozar,HALE,Fern,Native,end,,Dryopteris glabra var. soripes,DRYGLA1,Polypodiales,Dryopteridaceae,Dryopteris,glabra,var. soripes,(Brack.) Kuntze; (Hillebr.) Herat ex Fraser-Jenk.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",kīlau
20100315154438-437663912.773132,2013-12-12T15:49:44Z,Kelly Kozar,KALA,Fern,Native,end,,Dryopteris glabra var. soripes,DRYGLA1,Polypodiales,Dryopteridaceae,Dryopteris,glabra,var. soripes,(Brack.) Kuntze; (Hillebr.) Herat ex Fraser-Jenk.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",kīlau
