Species_ID,Update_Date,Update_By,Park,Life_Form,Nativity,Distribution,Conservation_Status,Scientific_Name,Code,Taxonomic_Order,Taxonomic_Family,Genus,Species,Subdivision,Authority,Authority_Source,Citation,Life_Cycle,Update_Comments,Park_Common_Name
20100315154438-576488077.640533,,,WAPA,Fern,Native,,,Antrophyum plantagineum,ANTPLA2,Polypodiales,Vittariaceae,Antrophyum,plantagineum,,,,,,,
20100315154438-576852917.671204,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Fern,Native,ind,,Asplenium normale,ASPNOR,Polypodiales,Aspleniaceae,Asplenium,normale,,D. Don,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Asplenium normale
20100315154438-576852917.671204,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Fern,Native,ind,,Asplenium normale,ASPNOR,Polypodiales,Aspleniaceae,Asplenium,normale,,D. Don,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Asplenium normale
20100315154438-576852917.671204,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Fern,Native,ind,,Asplenium normale,ASPNOR,Polypodiales,Aspleniaceae,Asplenium,normale,,D. Don,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Asplenium normale
20100315154438-577699959.278107,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Herb,Non-Native,nat,,Lapsana communis,LAPCOM,Asterales,Asteraceae,Lapsana,communis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,nipplewort
20100315154438-577699959.278107,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Herb,Non-Native,nat,,Lapsana communis,LAPCOM,Asterales,Asteraceae,Lapsana,communis,,L.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,nipplewort
20100315154438-578743159.770966,,,HALE,Grass,Non-Native,nat,,Coix lacryma-jobi,COILAC,Cyperales,Poaceae,Coix,lacryma-jobi,,L.,Wagner et al. 2012,,Annual,,kūkaekōlea
20100315154438-578743159.770966,,,HAVO,Grass,Non-Native,nat,,Coix lacryma-jobi,COILAC,Cyperales,Poaceae,Coix,lacryma-jobi,,L.,Wagner et al. 2012,,Annual,,kūkaekōlea
20100315154438-578743159.770966,,,KALA,Grass,Non-Native,nat,,Coix lacryma-jobi,COILAC,Cyperales,Poaceae,Coix,lacryma-jobi,,L.,Wagner et al. 2012,,Annual,,kūkaekōlea
20100315154438-578743159.770966,,,NPSA,Grass,Non-Native,,,Coix lacryma-jobi,COILAC,Cyperales,Poaceae,Coix,lacryma-jobi,,L.,Wagner et al. 2012,,Annual,,
20100315154438-578878164.291382,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Cytisus scoparius,CYTSCO,Fabales,Fabaceae,Cytisus,scoparius,,(L.) Link,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-578892827.033997,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,,Non-Native,nat,,Escallonia rubra var. macrantha,ESCRUB,Rosales,Grossulariaceae,Escallonia,rubra,var. macrantha,(Ruiz & Pav.) Pers.; (Hook. & Arn.) Reiche,2012 Bishop Museum Technical Report 60,Staples & Herbst 2005; Parker & Parsons 2012,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-578958690.166473,,,NPSA,,Native,,,Elaphoglossum reineckei,ELAREI,Polypodiales,Dryopteridaceae,Elaphoglossum,reineckei,,,,,Perennial,,
20100315154438-579042971.134186,2013-12-13T12:17:25Z,Kelly Kozar,HALE,,Native,pol,,Piper methysticum,PIPMET,Piperales,Piperaceae,Piper,methysticum,,G.Forst.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-579042971.134186,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,pol,,Piper methysticum,PIPMET,Piperales,Piperaceae,Piper,methysticum,,G.Forst.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-579042971.134186,2013-12-13T12:17:25Z,Kelly Kozar,KAHO,,Non-Native,pol,,Piper methysticum,PIPMET,Piperales,Piperaceae,Piper,methysticum,,G.Forst.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-579042971.134186,2013-12-13T12:17:25Z,Kelly Kozar,KALA,,Non-Native,pol,,Piper methysticum,PIPMET,Piperales,Piperaceae,Piper,methysticum,,G.Forst.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-579042971.134186,2013-12-13T12:17:25Z,Kelly Kozar,PUHE,,Non-Native,pol,,Piper methysticum,PIPMET,Piperales,Piperaceae,Piper,methysticum,,G.Forst.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-579042971.134186,2013-12-13T12:17:25Z,Kelly Kozar,PUHO,,Non-Native,pol,,Piper methysticum,PIPMET,Piperales,Piperaceae,Piper,methysticum,,G.Forst.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005,Both,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-579241991.043091,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Shrub,Non-Native,nat,,Abutilon grandifolium,ABUGRA,Malvales,Malvaceae,Abutilon,grandifolium,,(Willd.) Sweet,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,hairy abutilon
20100315154438-579241991.043091,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Shrub,Non-Native,nat,,Abutilon grandifolium,ABUGRA,Malvales,Malvaceae,Abutilon,grandifolium,,(Willd.) Sweet,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,hairy abutilon
20100315154438-579241991.043091,2013-12-12T15:35:47Z,Kelly Kozar,KAHO,Shrub,Non-Native,nat,,Abutilon grandifolium,ABUGRA,Malvales,Malvaceae,Abutilon,grandifolium,,(Willd.) Sweet,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,hairy abutilon
20100315154438-579241991.043091,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Shrub,Non-Native,nat,,Abutilon grandifolium,ABUGRA,Malvales,Malvaceae,Abutilon,grandifolium,,(Willd.) Sweet,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,hairy abutilon
20100315154438-579241991.043091,2013-12-12T15:35:47Z,Kelly Kozar,PUHE,Shrub,Non-Native,nat,,Abutilon grandifolium,ABUGRA,Malvales,Malvaceae,Abutilon,grandifolium,,(Willd.) Sweet,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,hairy abutilon
20100315154438-579241991.043091,2013-12-12T15:35:47Z,Kelly Kozar,PUHO,Shrub,Non-Native,nat,,Abutilon grandifolium,ABUGRA,Malvales,Malvaceae,Abutilon,grandifolium,,(Willd.) Sweet,2012 Bishop Museum Technical Report 60,Wagner et al. 1990; Staples & Herbst 2005; Wood & LeGrande 2006,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,hairy abutilon
20100315154438-579359292.984009,2013-12-13T12:17:25Z,Kelly Kozar,HALE,,Native,pol,,Ipomoea batatas,IPOBAT,Solanales,Convolvulaceae,Ipomoea,batatas,,(L.) Lam.,Wagner et al. 2012,"Bruegmann, pers. comm., 1998; Oppenheimer, 2003",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-579359292.984009,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,pol,,Ipomoea batatas,IPOBAT,Solanales,Convolvulaceae,Ipomoea,batatas,,(L.) Lam.,Wagner et al. 2012,"Bruegmann, pers. comm., 1998; Oppenheimer, 2003",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-579359292.984009,2013-12-13T12:17:25Z,Kelly Kozar,KAHO,,Non-Native,pol,,Ipomoea batatas,IPOBAT,Solanales,Convolvulaceae,Ipomoea,batatas,,(L.) Lam.,Wagner et al. 2012,"Bruegmann, pers. comm., 1998; Oppenheimer, 2003",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-579359292.984009,2013-12-13T12:17:25Z,Kelly Kozar,PUHE,,Non-Native,pol,,Ipomoea batatas,IPOBAT,Solanales,Convolvulaceae,Ipomoea,batatas,,(L.) Lam.,Wagner et al. 2012,"Bruegmann, pers. comm., 1998; Oppenheimer, 2003",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-579359292.984009,2013-12-13T12:17:25Z,Kelly Kozar,PUHO,,Non-Native,pol,,Ipomoea batatas,IPOBAT,Solanales,Convolvulaceae,Ipomoea,batatas,,(L.) Lam.,Wagner et al. 2012,"Bruegmann, pers. comm., 1998; Oppenheimer, 2003",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-580318689.346313,2013-12-12T15:47:45Z,Kelly Kozar,AMME,Herb,Non-Native,,,Alocasia macrorrhizos,ALOMAC1,Alismatales,Araceae,Alocasia,macrorrhizos,,(L.) G. Don,Wagner et al. 2012,"Imada et al., 2000",Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",giant taro
20100315154438-580318689.346313,2013-12-12T15:47:45Z,Kelly Kozar,HALE,Herb,Non-Native,pol,,Alocasia macrorrhizos,ALOMAC1,Alismatales,Araceae,Alocasia,macrorrhizos,,(L.) G. Don,Wagner et al. 2012,"Imada et al., 2000",Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",ta‘amu
20100315154438-580318689.346313,2013-12-12T15:47:45Z,Kelly Kozar,HAVO,Herb,Non-Native,pol,,Alocasia macrorrhizos,ALOMAC1,Alismatales,Araceae,Alocasia,macrorrhizos,,(L.) G. Don,Wagner et al. 2012,"Imada et al., 2000",Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",ta‘amu
20100315154438-580318689.346313,2013-12-12T15:47:45Z,Kelly Kozar,NPSA,Herb,Non-Native,pol,,Alocasia macrorrhizos,ALOMAC1,Alismatales,Araceae,Alocasia,macrorrhizos,,(L.) G. Don,Wagner et al. 2012,"Imada et al., 2000",Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",ta‘amu
20100315154438-580318689.346313,2013-12-12T15:47:45Z,Kelly Kozar,PUHO,Herb,Non-Native,pol,,Alocasia macrorrhizos,ALOMAC1,Alismatales,Araceae,Alocasia,macrorrhizos,,(L.) G. Don,Wagner et al. 2012,"Imada et al., 2000",Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",ta‘amu
20100315154438-580318689.346313,2013-12-12T15:47:45Z,Kelly Kozar,WAPA,Herb,Non-Native,,,Alocasia macrorrhizos,ALOMAC1,Alismatales,Araceae,Alocasia,macrorrhizos,,(L.) G. Don,Wagner et al. 2012,"Imada et al., 2000",Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs. Updated authorit",giant taro
20100315154438-580387115.478516,,,NPSA,,Non-Native,,,Limnophila rugosa,LIMRUG,Scrophulariales,Scrophulariaceae,Limnophila,rugosa,,,,,,,
20100315154438-580796122.550964,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Shrub,Native,end,,Tetramolopium humile ssp. haleakalae,TETHUM2,Asterales,Asteraceae,Tetramolopium,humile,ssp. haleakalae,(A. Gray) Hillebr.; Lowrey,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,Tetramolopium humile ssp. haleakalae
20100315154438-580878436.565399,,,NPSA,,Non-Native,,,Derris malaccensis,DERMAL,Fabales,Fabaceae,Derris,malaccensis,,,,,,,
20100315154438-580940365.791321,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Native,end,,Ochrosia haleakalae,OCHHAL,Gentianales,Apocynaceae,Ochrosia,haleakalae,,H.St.John,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-581144869.327545,2013-12-13T12:17:25Z,Kelly Kozar,HALE,,Native,end,,Lobelia hypoleuca,LOBHYP,Campanulales,Campanulaceae,Lobelia,hypoleuca,,Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-581144869.327545,2013-12-13T12:17:25Z,Kelly Kozar,KALA,,Native,end,,Lobelia hypoleuca,LOBHYP,Campanulales,Campanulaceae,Lobelia,hypoleuca,,Hillebr.,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-581176400.184631,,,NPSA,Tree,Native,ind,,Planchonella grayana,PLAGRA,Ebenales,Sapotaceae,Planchonella,grayana,,St. John,Whistler 2004,,,,‘ala‘a
20100315154438-581502735.614777,2013-11-07T00:00:00Z,Kelly Kozar,NPSA,Tree,Non-Native,nat,,Flueggea flexuosa,FLUFLE,Euphorbiales,Phyllanthaceae,Flueggea,flexuosa,,Muell. Arg.,Whistler 2004,,,"Updated TSNs to most current from the ITIS database.  Most were updates from negative, temporary TSN",poumuli
20100315154438-582325339.317322,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Bromus sterilis,BROSTE,Cyperales,Poaceae,Bromus,sterilis,,L.,Wagner et al. 2012,"Oppenheimer, 2008",Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-582484424.114227,,,NPSA,,Native,,,Malaxis samoensis,MALSAM,Orchidales,Orchidaceae,Malaxis,samoensis,,,,,Perennial,,oketi
20100315154438-582758188.247681,2013-12-12T15:35:47Z,Kelly Kozar,HALE,Fern,Native,end,,Adenophorus pinnatifidus var. pinnatifidus,ADEPIN1,Polypodiales,Polypodiaceae,Adenophorus,pinnatifidus,var. pinnatifidus,Gaudich.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,wahine noho mauna
20100315154438-582758188.247681,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Fern,Native,end,,Adenophorus pinnatifidus var. pinnatifidus,ADEPIN1,Polypodiales,Polypodiaceae,Adenophorus,pinnatifidus,var. pinnatifidus,Gaudich.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,wahine noho mauna
20100315154438-582758188.247681,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Fern,Native,end,,Adenophorus pinnatifidus var. pinnatifidus,ADEPIN1,Polypodiales,Polypodiaceae,Adenophorus,pinnatifidus,var. pinnatifidus,Gaudich.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,wahine noho mauna
20100315154438-582826733.589172,2013-12-12T15:49:44Z,Kelly Kozar,HALE,Fern,Native,end,,Vandenboschia cyrtotheca,VANCYR,Polypodiales,Hymenophyllaceae,Vandenboschia,cyrtotheca,,(Hillebr.) Copel.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",filmy fern
20100315154438-582826733.589172,2013-12-12T15:49:44Z,Kelly Kozar,HAVO,Fern,Native,end,,Vandenboschia cyrtotheca,VANCYR,Polypodiales,Hymenophyllaceae,Vandenboschia,cyrtotheca,,(Hillebr.) Copel.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",filmy fern
20100315154438-582826733.589172,2013-12-12T15:49:44Z,Kelly Kozar,KALA,Fern,Native,end,,Vandenboschia cyrtotheca,VANCYR,Polypodiales,Hymenophyllaceae,Vandenboschia,cyrtotheca,,(Hillebr.) Copel.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,"Updated TSNs from ITIS database data, mostly from temporary TSNs to permanent TSNs.",filmy fern
20100315154438-583241939.544678,2013-12-12T15:35:47Z,Kelly Kozar,KAHO,,Non-Native,pol,,Lagenaria siceraria,LAGSIC,Violales,Cucurbitaceae,Lagenaria,siceraria,,(Molina) Standl.,2012 Bishop Museum Technical Report 60,Non-naturalized Polynesian introduction; Staples & Herbst 2005,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-583241939.544678,2013-12-12T15:35:47Z,Kelly Kozar,PUHE,,Non-Native,pol,,Lagenaria siceraria,LAGSIC,Violales,Cucurbitaceae,Lagenaria,siceraria,,(Molina) Standl.,2012 Bishop Museum Technical Report 60,Non-naturalized Polynesian introduction; Staples & Herbst 2005,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-583241939.544678,2013-12-12T15:35:47Z,Kelly Kozar,PUHO,,Non-Native,pol,,Lagenaria siceraria,LAGSIC,Violales,Cucurbitaceae,Lagenaria,siceraria,,(Molina) Standl.,2012 Bishop Museum Technical Report 60,Non-naturalized Polynesian introduction; Staples & Herbst 2005,Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-583359003.067017,,,WAPA,,Native,,,Desmodium umbellatum,DESUMB,Fabales,Fabaceae,Desmodium,umbellatum,,,,,Perennial,,
20100315154438-583927035.331726,2013-12-13T10:54:06Z,Kelly Kozar,HAVO,,Non-Native,,,Hebe stricta var. stricta,HEBSTR,Scrophulariales,Plantaginaceae,Hebe,stricta,var. stricta,,,,,Updated family to new family name based on Wagner et al. 2012.,
20100315154438-584239065.647125,2013-12-13T12:17:25Z,Kelly Kozar,HALE,,Non-Native,nat,,Collomia linearis,COLLIN,Solanales,Polemoniaceae,Collomia,linearis,,Nutt.,Wagner et al. 2012,"Wagner & Herbst, 1995",Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-584529280.662537,,,HAVO,,Non-Native,,,Hydrangea macrophylla ssp.macrophylla,HYDMAC,Rosales,Hydrangeaceae,Hydrangea,macrophylla,ssp.macrophylla,,,,Perennial,,
20100315154438-58480858.8027954,,,HAVO,,Native,,,Hibiscadelphus X puakuahiwi,HIBPUA,Malvales,Malvaceae,Hibiscadelphus,X puakuahiwi,,,,,Perennial,,
20100315154438-584855556.488037,2023-07-26T15:30:01Z,Jacob Gross,HALE,Sedge,Non-Native,nat,,Cyperus gracilis,CYPGRA,Cyperales,Cyperaceae,Cyperus,gracilis,,R. Br.,Prodr. Fl. Nov. Holland.: 213 (1810),"Wagner et al. 1990:1396 (K, O, M); Hughes 1995:3 (Mo); Oppenheimer & Bartlett 2002:7 (L); Starr et a",Perennial,Updated following BISH Plants of Hawaii.,McCoy grass
20100315154438-584855556.488037,2023-07-26T15:30:01Z,Jacob Gross,HAVO,Sedge,Non-Native,nat,,Cyperus gracilis,CYPGRA,Cyperales,Cyperaceae,Cyperus,gracilis,,R. Br.,Prodr. Fl. Nov. Holland.: 213 (1810),"Wagner et al. 1990:1396 (K, O, M); Hughes 1995:3 (Mo); Oppenheimer & Bartlett 2002:7 (L); Starr et a",Perennial,Updated following BISH Plants of Hawaii.,McCoy grass
20100315154438-584855556.488037,2023-07-26T15:30:01Z,Jacob Gross,KALA,Sedge,Non-Native,nat,,Cyperus gracilis,CYPGRA,Cyperales,Cyperaceae,Cyperus,gracilis,,R. Br.,Prodr. Fl. Nov. Holland.: 213 (1810),"Wagner et al. 1990:1396 (K, O, M); Hughes 1995:3 (Mo); Oppenheimer & Bartlett 2002:7 (L); Starr et a",Perennial,Updated following BISH Plants of Hawaii.,McCoy grass
20100315154438-585532069.206238,2013-12-13T12:15:59Z,Kelly Kozar,HAVO,,Non-Native,,,Cucumis sativus,CUCSAT,Violales,Cucurbitaceae,Cucumis,sativus,,,,,Annual,Updated life form in cross reference table from data in the PLANTS database.,
20100315154438-585725843.906403,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Spermacoce exilis,SPEEXI,Rubiales,Rubiaceae,Spermacoce,exilis,,(L. O. Williams) C. D. Adams,Wagner et al. 2012,"Lorence et al., 1995",Annual,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",
20100315154438-585725843.906403,2013-12-13T12:17:25Z,Kelly Kozar,NPSA,,Non-Native,,,Spermacoce exilis,SPEEXI,Rubiales,Rubiaceae,Spermacoce,exilis,,(L. O. Williams) C. D. Adams,Wagner et al. 2012,"Lorence et al., 1995",Annual,"Updated authority source, citation, and synonym data.  Updated distribution in the cross reference t",
20100315154438-585937917.232513,2013-12-12T15:35:47Z,Kelly Kozar,HALE,,Native,ind,,Asplenium horridum var. horridum,ASPHOR1,Polypodiales,Aspleniaceae,Asplenium,horridum,var. horridum,Kaulf.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-585937917.232513,2013-12-12T15:35:47Z,Kelly Kozar,KALA,,Native,ind,,Asplenium horridum var. horridum,ASPHOR1,Polypodiales,Aspleniaceae,Asplenium,horridum,var. horridum,Kaulf.,2012 Bishop Museum Technical Report 60,Palmer 2003,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-586100161.075592,2013-12-13T12:17:25Z,Kelly Kozar,HAVO,,Non-Native,nat,,Viola odorata,VIOODO,Violales,Violaceae,Viola,odorata,,L.,Wagner et al. 2012,"Shannon & Wagner, 1996; Imada, 2007",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-586803734.302521,2013-12-12T15:35:47Z,Kelly Kozar,HAVO,Herb,Non-Native,nat,,Heliotropium amplexicaule,HELAMP,Lamiales,Boraginaceae,Heliotropium,amplexicaule,,Vahl,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,clasping heliotrope
20100315154438-586803734.302521,2013-12-12T15:35:47Z,Kelly Kozar,KAHO,Herb,Non-Native,nat,,Heliotropium amplexicaule,HELAMP,Lamiales,Boraginaceae,Heliotropium,amplexicaule,,Vahl,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,clasping heliotrope
20100315154438-586803734.302521,2013-12-12T15:35:47Z,Kelly Kozar,KALA,Herb,Non-Native,nat,,Heliotropium amplexicaule,HELAMP,Lamiales,Boraginaceae,Heliotropium,amplexicaule,,Vahl,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,clasping heliotrope
20100315154438-586803734.302521,2013-12-12T15:35:47Z,Kelly Kozar,PUHO,Herb,Non-Native,nat,,Heliotropium amplexicaule,HELAMP,Lamiales,Boraginaceae,Heliotropium,amplexicaule,,Vahl,2012 Bishop Museum Technical Report 60,Wagner et al. 1990,Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,clasping heliotrope
20100315154438-586995899.677277,2013-12-12T15:30:01Z,Kelly Kozar,HAVO,,Non-Native,nat,,Gonocarpus chinensis ssp. verrucosus,GONCHI,Haloragales,Haloragaceae,Gonocarpus,chinensis,ssp. verrucosus,(Lour.) Orchard; (Maiden & E. Betche) Orchard,Wagner et al. 2012,"Lorence et al., 1995",Perennial,Updated authority source and citation data.  Updated distribution in the cross reference table for s,
20100315154438-58765530.5862427,2015-03-17T00:00:00Z,Kelly Kozar,HALE,Herb,Non-Native,nat,,Dysphania ambrosioides,DYSAMB,Caryophyllales,Amaranthaceae,Dysphania,ambrosioides,,(L.) Mosyakin & Clemants,Wagner et al. 2012,,Both,"Updated to updated genus, from Wagner et al. 2012 and in the Bishop Museum 2012 checklist.",Mexican tea
20100315154438-58765530.5862427,2015-03-17T00:00:00Z,Kelly Kozar,HAVO,Herb,Non-Native,nat,,Dysphania ambrosioides,DYSAMB,Caryophyllales,Amaranthaceae,Dysphania,ambrosioides,,(L.) Mosyakin & Clemants,Wagner et al. 2012,,Both,"Updated to updated genus, from Wagner et al. 2012 and in the Bishop Museum 2012 checklist.",Mexican tea
20100315154438-58765530.5862427,2015-03-17T00:00:00Z,Kelly Kozar,KAHO,Herb,Non-Native,nat,,Dysphania ambrosioides,DYSAMB,Caryophyllales,Amaranthaceae,Dysphania,ambrosioides,,(L.) Mosyakin & Clemants,Wagner et al. 2012,,Both,"Updated to updated genus, from Wagner et al. 2012 and in the Bishop Museum 2012 checklist.",Mexican tea
20100315154438-58849036.693573,2013-12-12T15:30:01Z,Kelly Kozar,AMME,Vine,Non-Native,,,Momordica charantia,MOMCHA,Violales,Cucurbitaceae,Momordica,charantia,,L.,Wagner et al. 2012,"Starr & Martz, 2000",Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,bittermelon
20100315154438-58849036.693573,2013-12-12T15:30:01Z,Kelly Kozar,HALE,Vine,Non-Native,nat,,Momordica charantia,MOMCHA,Violales,Cucurbitaceae,Momordica,charantia,,L.,Wagner et al. 2012,"Starr & Martz, 2000",Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,balsam pear
20100315154438-58849036.693573,2013-12-12T15:30:01Z,Kelly Kozar,KAHO,Vine,Non-Native,nat,,Momordica charantia,MOMCHA,Violales,Cucurbitaceae,Momordica,charantia,,L.,Wagner et al. 2012,"Starr & Martz, 2000",Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,balsam pear
20100315154438-58849036.693573,2013-12-12T15:30:01Z,Kelly Kozar,KALA,Vine,Non-Native,nat,,Momordica charantia,MOMCHA,Violales,Cucurbitaceae,Momordica,charantia,,L.,Wagner et al. 2012,"Starr & Martz, 2000",Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,balsam pear
20100315154438-58849036.693573,2013-12-12T15:30:01Z,Kelly Kozar,NPSA,Vine,Non-Native,,,Momordica charantia,MOMCHA,Violales,Cucurbitaceae,Momordica,charantia,,L.,Wagner et al. 2012,"Starr & Martz, 2000",Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,balsam pear
20100315154438-58849036.693573,2013-12-12T15:30:01Z,Kelly Kozar,PUHO,Vine,Non-Native,nat,,Momordica charantia,MOMCHA,Violales,Cucurbitaceae,Momordica,charantia,,L.,Wagner et al. 2012,"Starr & Martz, 2000",Annual,Updated authority source and citation data.  Updated distribution in the cross reference table for s,balsam pear
